,Unnamed: 0,T_ID,T_AID,T_Text
168049,168049,44217,88423,"
شهد صاحب السمو الملكي الأمير الدكتور فيصل بن مشعل بن سعود بن عبدالعزيز أمير منطقة القصيم رئيس لجنة تنمية الاستثمار بالمنطقة، في مكتبه اليوم، توقيع مذكرة تفاهم بين لجنة تنمية الاستثمار بالقصيم وشركة عِلم لأمن المعلومات.
ووقّع مذكرة التفاهم من جانب لجنة تنمية الاستثمار أمين اللجنة الدكتور يوسف العريني، وعن شركة عِلم لأمن المعلومات نائب الرئيس التنفيذي لقطاع الأعمال الدكتور ناصر المشاري.
وتهدف مذكرة التفاهم لبحث إمكانية التعاون المشترك بين الطرفين في مجال الخدمات الرقمية وتقنية المعلومات لإطلاق منصة القصيم للتسويق الإلكتروني، التي تعد الأولى من نوعها على مستوى المملكة، حيث تتيح تسويق المنتجات بالقصيم عبر منصة المبيعات الإلكترونية بدءاً من التمور والأسر المنتجة ومنتجات المصانع بالمنطقة كافة.
وأشاد سمو أمير القصيم بالجهود المبذولة من قبل شركة عِلم ودورها الريادي في تطوير الخدمات الرقمية، لافتاً الانتباه إلى أن مذكرة التفاهم تهدف إلى استثمار القيم المضافة لدى الطرفين بما يحقق المصلحة العامة، سعياً نحو تطبيق رؤية المملكة 2030.
وعبر سموه عن سعادته بهذه المذكرة الإستراتيجية التي ستسهم وبشكل فعال في تسويق منتجات المنطقة إلكترونياً بشكل عام، ومنتج التمور بشكل خاص باعتباره منتج رئيسي، متطلعاً سموه أن تحقق المنصة الأهداف المنشودة في دفع عجلة النمو الاقتصادي للمنطقة، بما يتماشى مع رؤية المملكة 2030 ورفع حجم المبيعات، مقدماً شكره للعاملين بشركة عِلم على المهنية العالية، متمنياً التوفيق والسداد للطرفين خلال التعاون المرتقب.
واستقبل  الأمير الدكتور فيصل بن مشعل بن سعود بن عبد العزيز  بمكتبه اليوم، رئيس مجموعة النخبة السعودي محمد الحامد وأعضاء المجموعة، الذين قدموا للسلام على سموه، وعرض إنجازات ونشاطات المجموعة وما قامت به من أعمال في السنة الماضية.
وفي بداية اللقاء قدّم رئيس وأعضاء المجموعة الشكر والتقدير لسمو الأمير فيصل بن مشعل على هذا اللقاء، لعرض ما قاموا به من إنجازات وخطط مستقبلية ومبادرات ومشاريع وطنية تخدم الوطن والمجتمع والشباب السعودي، من خلال مشاركاتها مع عدة مؤسسات، منها إبراز مناطق التراث السعودي عالمياً، وتدريب وتأهيل الشباب من خلال مؤسسات عالمية، وإتاحة الفرص للشباب وتفعيل دورهم للمشاركة في تحقيق رؤية المملكة 2030، توظيف وتمكين الشباب في العمل بدوام جزئي عبر مبادرات وطنية بتخصصاتهم المختلفة، وتصميم محتوى عن المملكة بعدة لغات أجنبية، كما استعرضوا لسموه مقترح إقامة مشروع المؤتمر الدولي للاستثمار لغرفة القصيم 2019، متمنين لسموه التوفيق والسداد في كل ما يخدم المنطقة.
كما قدم الحامد نبذه عن ما تسهم به مجموعة النخبة في تنمية الشباب لتحقيق رؤية المملكة 2030، من خلال تصميم مبادرات مبتكرة والمشاركة في المشاريع الوطنية بعدة مجالات أهمها التعليم، والتقنية، وخدمة المجتمع، والإعلام الخارجي، وتصحيح الصورة النمطية الخاصة بالمجتمع السعودي خارجياً.
وأشاد سمو الأمير فيصل بن مشعل بما شاهده واطلع عليه، مثنياً بالدور الاجتماعي الذي تقوم به مجموعة "" النخبة السعودي "" وجهودهم في هذا المجال، ودعم الشباب تماشياً مع رؤية المملكة 2030، مرحباً بهم وكل ما يخدم الشباب، مشيراً إلى أهمية الشباب ودورهم البارز في تنمية وخدمة المجتمع وهذا الوطن الغالي، معبراً عن سروره بما تقوم به المجموعة من جهود جلية للشباب والمجتمع بصفة عامة، مؤكداً دعمه لهم وكل ما يخدم الشباب ويحقق لهم التنمية ورفعة الوطن، متمنياً لهم دوام التوفيق والنجاح."
135051,135051,235515,471021,"
وصل بحفظ الله ورعايته خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز آل سعود أمس إلى مملكة البحرين ليرأس -رعاه الله- وفد المملكة في الدورة السابعة والثلاثين للمجلس الأعلى لمجلس التعاون لدول الخليج العربية.
وكان في مقدمة مستقبلي خادم الحرمين الشريفين بمطار قاعدة الصخير الجوية جلالة الملك حمد بن عيسى آل خليفة ملك مملكة البحرين.
كما كان في استقبال الملك المفدى، -حفظه الله- صاحب السمو الملكي الأمير خليفة بن سلمان آل خليفة رئيس الوزراء بمملكة البحرين، وصاحب السمو الملكي الأمير سلمان بن حمد آل خليفة ولي العهد نائب القائد الأعلى، النائب الأول لرئيس مجلس الوزراء بمملكة البحرين، ومعالي الأمين العام لمجلس التعاون لدول الخليج العربية الدكتور عبداللطيف بن راشد الزياني، وسفير المملكة لدى البحرين الدكتور عبدالله بن عبد الملك آل الشيخ.
إثر ذلك توجه خادم الحرمين الشريفين إلى بهو الصالة الملكية حيث صافح -أيده الله- كبار المستقبلين، كما صافح جلالة ملك مملكة البحرين أصحاب السمو الأمراء والمعالي الوزراء أعضاء الوفد الرسمي المرافق لخادم الحرمين الشريفين.
وبعد استراحة قصيرة توجه خادم الحرمين الشريفين يرافقه جلالة ملك مملكة البحرين إلى مقر الإقامة في قصر الصخير.
الملك سلمان يختتم زيارة رسمية لقطر
وقد وصل في معية خادم الحرمين الشريفين كل من صاحب السمو الملكي الأمير عبدالإله بن عبدالعزيز آل سعود مستشار خادم الحرمين الشريفين، وصاحب السمو الأمير خالد بن فهد بن خالد بن محمد، وصاحب السمو الملكي الأمير منصور بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير محمد بن فهد بن عبدالعزيز، وصاحب السمو الملكي الأمير سعود بن فهد بن عبدالعزيز، وصاحب السمو الملكي الأمير طلال بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير خالد بن بندر بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير الدكتور منصور بن متعب بن عبدالعزيز وزير الدولة عضو مجلس الوزراء مستشار خادم الحرمين الشريفين، وصاحب السمو الأمير فهد بن عبدالله بن عبدالعزيز بن مساعد، وصاحب السمو الأمير تركي بن عبدالله بن محمد مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير سطام بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير خالد بن تركي بن عبدالعزيز، وصاحب السمو الملكي الأمير الدكتور حسام بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير الدكتور عبدالعزيز بن سطام بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير فيصل بن خالد بن سلطان بن عبدالعزيز المستشار في الديوان الملكي، وصاحب السمو الملكي الأمير منصور بن مقرن بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير محمد بن عبدالرحمن بن عبدالعزيز المستشار في الديوان الملكي، وصاحب السمو الملكي الأمير عبدالعزيز بن سعود بن نايف بن عبدالعزيز مستشار سمو وزير الداخلية، وصاحب السمو الملكي الأمير عبدالله بن بندر بن عبدالعزيز، وصاحب السمو الملكي الأمير سعود بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير تركي بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير نايف بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير عبدالمجيد بن عبدالإله بن عبدالعزيز، وصاحب السمو الملكي الأمير راكان بن سلمان بن عبدالعزيز.
كما وصل في معية الملك المفدى -رعاه الله- معالي وزير الدولة عضو مجلس الوزراء الدكتور إبراهيم بن عبدالعزيز العساف، ومعالي وزير التجارة والاستثمار الدكتور ماجد بن عبدالله القصبي، ومعالي وزير الثقافة والإعلام الدكتور عادل بن زيد الطريفي، ومعالي وزير الدولة عضو مجلس الوزراء رئيس الديوان الملكي الأستاذ خالد بن عبدالرحمن العيسى، ومعالي وزير الدولة للشؤون الخارجية الدكتور نزار بن عبيد مدني، ومعالي رئيس المراسم الملكية الأستاذ خالد بن صالح العباد، ومعالي رئيس الشؤون الخاصة لخادم الحرمين الشريفين الأستاذ حازم بن مصطفى زقزوق، ومعالي نائب السكرتير الخاص لخادم الحرمين الشريفين مساعد رئيس الديوان الملكي للشؤون التنفيذية الأستاذ فهد بن عبدالله العسكر، ومعالي رئيس الحرس الملكي الفريق أول حمد بن محمد العوهلي، ومعالي مساعد السكرتير الخاص لخادم الحرمين الشريفين الأستاذ تميم بن عبدالعزيز السالم، ومعالي المستشار في الديوان الملكي الأستاذ تركي بن عبدالمحسن آل الشيخ.
وكان خادم الحرمين الشريفين قد غادر في وقت سابق من امس دولة قطر متوجهاً بحفظ الله ورعايته إلى مملكة البحرين.
وكان في وداع خادم الحرمين الشريفين بمطار حمد الدولي صاحب السمو الشيخ تميم بن حمد آل ثاني أمير دولة قطر.
كما كان في وداعه -رعاه الله- سمو الشيخ جاسم بن حمد آل ثاني الممثل الشخصي لسمو أمير دولة قطر، وسمو الشيخ عبدالله بن حمد آل ثاني نائب أمير دولة قطر، والشيخ محمد بن عبدالرحمن آل ثاني وزير الخارجية، والشيخ جوعان بن حمد آل ثاني رئيس اللجنة الأولمبية القطرية، وعدد من أصحاب السمو الشيوخ، وسفير خادم الحرمين الشريفين لدى قطر عبدالله بن عبدالعزيز العيفان.
وقد غادر في معية خادم الحرمين الشريفين كل من صاحب السمو الملكي الأمير عبدالإله بن عبدالعزيز آل سعود مستشار خادم الحرمين الشريفين، وصاحب السمو الأمير خالد بن فهد بن خالد بن محمد، وصاحب السمو الملكي الأمير منصور بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير محمد بن فهد بن عبدالعزيز، وصاحب السمو الملكي الأمير سعود بن فهد بن عبدالعزيز، وصاحب السمو الملكي الأمير طلال بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير خالد بن بندر بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير الدكتور منصور بن متعب بن عبدالعزيز وزير الدولة عضو مجلس الوزراء مستشار خادم الحرمين الشريفين، وصاحب السمو الأمير فهد بن عبدالله بن عبدالعزيز بن مساعد، وصاحب السمو الأمير تركي بن عبدالله بن محمد مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير سطام بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير خالد بن تركي بن عبدالعزيز، وصاحب السمو الملكي الأمير الدكتور حسام بن سعود بن عبدالعزيز، وصاحب السمو الملكي الأمير الدكتور عبدالعزيز بن سطام بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير فيصل بن خالد بن سلطان بن عبدالعزيز المستشار في الديوان الملكي، وصاحب السمو الملكي الأمير منصور بن مقرن بن عبدالعزيز مستشار خادم الحرمين الشريفين، وصاحب السمو الملكي الأمير محمد بن عبدالرحمن بن عبدالعزيز المستشار في الديوان الملكي، وصاحب السمو الملكي الأمير عبدالعزيز بن سعود بن نايف بن عبدالعزيز مستشار سمو وزير الداخلية، وصاحب السمو الملكي الأمير عبدالله بن بندر بن عبدالعزيز، وصاحب السمو الملكي الأمير سعود بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير تركي بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير نايف بن سلمان بن عبدالعزيز، وصاحب السمو الملكي الأمير عبدالمجيد بن عبدالإله بن عبدالعزيز، وصاحب السمو الملكي الأمير راكان بن سلمان بن عبدالعزيز.
كما غادر في معية الملك المفدى -رعاه الله- معالي وزير الدولة عضو مجلس الوزراء الدكتور إبراهيم بن عبدالعزيز العساف، ومعالي وزير التجارة والاستثمار الدكتور ماجد بن عبدالله القصبي، ومعالي وزير الثقافة والإعلام الدكتور عادل بن زيد الطريفي، ومعالي وزير الدولة عضو مجلس الوزراء رئيس الديوان الملكي الأستاذ خالد بن عبدالرحمن العيسى، ومعالي وزير الدولة للشؤون الخارجية الدكتور نزار بن عبيد مدني، ومعالي رئيس المراسم الملكية الأستاذ خالد بن صالح العباد، ومعالي رئيس الشؤون الخاصة لخادم الحرمين الشريفين الأستاذ حازم بن مصطفى زقزوق، ومعالي نائب السكرتير الخاص لخادم الحرمين الشريفين مساعد رئيس الديوان الملكي للشؤون التنفيذية الأستاذ فهد بن عبدالله العسكر، ومعالي رئيس الحرس الملكي الفريق أول حمد بن محمد العوهلي، ومعالي مساعد السكرتير الخاص لخادم الحرمين الشريفين الأستاذ تميم بن عبدالعزيز السالم، ومعالي المستشار في الديوان الملكي الأستاذ تركي بن عبدالمحسن آل الشيخ.
حفظ الله خادم الحرمين الشريفين في سفره وإقامته.
خادم الحرمين يرأس وفد المملكة إلى القمة الخليجية
خادم الحرمين وملك البحرين يتوجهان إلى الصالة الملكية
الملك يصافح كبار المستقبلين
وصول خادم الحرمين إلى البحرين
الملك سلمان وفي استقباله الملك حمد
الملك سلمان يختتم زيارة لقطر
خادم الحرمين يغادر قطر وفي وداعه الشيخ تميم
الشيخ تميم مودعاً خادم الحرمين"
102965,102965,151077,302143,
257351,257351,181370,362731,"
اعتمد المدير العام للتعليم بمنطقة الباحة بالنيابة  عمر هجاد عمر الغامدي، صرف مبالغ قاربت 7.5 سبعة ملايين ونصف ريال  تمثل مكافآت وإعانات الطلاب والطالبات في مدارس تحفيظ القرآن الكريم والتربية الخاصة والمدارس النائية وأبناء وبنات المعلمين المتوفين والطلاب والطالبات المغتربين للأشهر الثلاثة الماضية ""شعبان ورمضان وشوال"" وكذلك مستحقات متعهدي نقل طلاب وطالبات التربية الخاصة للفصل الثاني ومستحقات أجور الدور لبعض ملاك  المباني المستأجرة ومستحقات خارج الدوام وانتدابات لبعض منسوبي ومنسوبات الإدارة وبدل سكن للمعلمين الموفدين.
وأوضح مدير إدارة الشؤون المالية الأستاذ ناصر الغامدي إلى أنه قد تم إيداع المبالغ المالية في حسابات المستفيدين عبر نظام الصرف الآلي السريع بعد أن استكملت مسيرات الصرف اللازمة داعيا إلى مراجعة حساباتهم البنكية أو مراجعة الإدارة متى ما دعت الحاجة لذلك لاستلام مستحقاتهم."
116782,116782,28789,57567,"
شعرت جماهير فلامنجو متصدر الدوري البرازيلي لكرة القدم لفترة طويلة أن الفريق بحاجة إلى معجزة لاستعادة أمجاد ثمانينات القرن الماضي لذلك كان من المناسب أن يحمل اسم منقذه الجديد اسم جيسوس.
وجورج جيسوس ليس لاعبا كما لا يحمل الجنسية البرازيلية لكن من الصعب تجاهل تأثير المدرب البرتغالي الذي تولى مسؤولية الفريق الذي يتخذ من ريو مقرا له في يونيو.
وتحت قيادته قفز فلامنجو إلى صدارة الدوري البرازيلي بفضل حفاظه على سجله الخالي من الهزيمة في 15 مباراة متتالية وأصبح على بعد 90 دقيقة من نهائي كأس ليبرتادوريس.
ويوم (الأربعاء) المقبل يمكن أن ترسله المواجهة ضد جريميو إلى نهائي كأس ليبرتادوريس لأول مرة منذ 1981، وتعادل الفريقان 1-1 في ذهاب الدور قبل النهائي قبل مواجهتهما باستاد ماراكانا.
وأبلغ جيسوس الصحفيين ""مضت ثلاثة أشهر مع الفريق لكنها تبدو مثل ثلاث سنوات.. أعتقد أنني سأترك إرثا ليس فقط من أجل فلامنجو بل لكرة القدم البرازيلية.. نلعب كرة قدم مختلفة تماما عن بقية الفرق"".
وهزت أساليبه الدوري المحلي الذي كان غارقا في طرق اللعب العقيمة، ونال جيسوس الثناء بإصراره على أسلوبه المعتمد على الضغط العالي والاستحواذ على الكرة المعتاد في أوروبا لكن ليس في البرازيل.
وقارن توستاو لاعب المنتخب البرازيلي السابق تحركات وحماس فلامنجو هذا الموسم بما يفعله ليفربول ومانشستر سيتي.
وكتب توستاو الفائز بكأس العالم في مقال صحفي ""فلامنجو واحد من الاستثناءات في البرازيل نظرا لكفاءة اللاعبين وحماسهم وتحركاتهم وطريقة ضغطهم على المنافسين عند امتلاك الكرة"".
ورحبت الجماهير بأداء الفريق والشخصية التي تقف وراء هذا التطور.
وأصبح جيسوس معشوقا لجماهير فلامنجو الذين يتابعون فريقهم يقدم أسلوبا هجوميا شاهدوه لآخر مرة عندما لعب زيكو وجونيور ولياندرو للفريق قبل نحو 40 عاما.
وقال زينيو لاعب فلامنجو والبرازيل السابق لشبكة فوكس سبورتس التلفزيونية ""قام جورج جيسوس بعمل استثنائي وممتع. ترك بصمة كبيرة""


لاعبون جدد
وأشار زينيو إلى أن ما ساعد جيسوس هو تراجع منافسيه بالإضافة إلى ضم العديد من اللاعبين الجدد.
وكان فلامنجو يملك واحدة من أفضل التشكيلات في البرازيل ومنذ وصول جيسوس ضم ظهيرين سابقين للمنتخب وهما رافينيا من بايرن ميونيخ وفيليبي لويس من أتليتيكو مدريد بالإضافة إلى لاعب الوسط جيرسون من روما.
ويملك فلامنجو ثلاثة من أول أربعة لاعبين في قائمة هدافي البطولة بقيادة المهاجم المتألق جابرييل باربوسا المعار من إنتر ميلان وشريكه في خط الهجوم برونو هنريك.
وأدهش نجاح جيسوس الكثيرين في البرازيل غير المعتادة على نجاح المدربين الأجانب.
ففي السنوات الماضية كان بالميراس وساو باولو وفلامنجو من بين الفرق التي استعانت بمدربين أجانب وأقالوهم بعد عدة أشهر.
واشتكى كثيرون من انهم لم يحصلوا على الوقت الكافي في مهمتهم ورحلوا لتدريب فرق بارزة أخرى.
ولا يوجد ما يشتكي منه جيسوس أو جماهير فلامنجو.
وسيعزز لقب الدوري والذي يبدو قريبا وسيكون الأول للفريق منذ 2009 مكانته أما لقب كأس ليبرتادوريس سيضمن مكانه بين قديسي فلامنجو."
200799,200799,253998,507987,
18385,18385,95113,190215,"
بدأت حملة اعتذارات من صحف أمريكية عن النقل غير الدقيق عن تلك الوسائل المغرضة من الصحف التركية؛ حيث اعتذرت صحيفة ""نيويورك تايمز"" الأمريكية عن خبر نشرته على موقعها الرسمي يتضمن معلومات مغلوطة نقلتها عن صحف تركية عن ما أسمته ""مشتبهين في قضية اختفاء الصحفي السعودي جمال خاشقجي"".
وقالت الصحيفة الأمريكية في رسالة على حسابها في ""تويتر"": إن الخبر يفتقد إلى الصحة، وإن الصحيفة لم تتأكد منه بشكل كافٍ؛ وبالتالي تم حذف الخبر.
وعلى صعيد آخر نفت وزارة الخارجية الأميركية خبراً نشرته صحيفة ""واشنطن بوست"" حيث زعمت أن الاستخبارات الأميركية لديها معلومات مسبقة عن مخاطر قد يتعرض لها الصحفي السعودي جمال خاشقجي.
وصعّدت تركيا إعلامياً وسياسياً ضد المملكة العربية السعودية في قضية اختفاء الصحفي السعودي جمال خاشقجي، وبدلاً من التروي في التحقيقات والعمل مع فريق التحقيق السعودي المختص؛ قامت الحكومة التركية بحملة تسريبات إعلامية ضخمة للصحافة الغربية؛ بهدف تشويه سمعة المملكة وتقويض عملية التحقيقات الجارية.
ونشرت الصحف التركية تخمينات ركيكة لا ترقى إلى اليقين، تورطت فيها الصحف الأمريكية التي بدأت حملة اعتذار عن المعلومات التركية المغلوطة، والتي تفتقر إلى الصحة والمنطق، والتي ستقود في نهاية المطاف إلى إفساد العلاقات بين البلدين بشكل لا يمكن إصلاحه.
استنكار واسع في مواقع التواصل الاجتماعي بما قامت بها الصحافة التركية بانتهاك خصوصية السياح السعوديين، وقامت بنشر صور لسياح سعوديين وعائلاتهم وأقحمتهم في التحقيقات الجارية، وسرّبتها للصحف الأمريكية.
من جهته نشر أكاديمي تركي، تغريدات عن عملية اختفاء جمال خاشقجي؛ حيث رفض كل التخمينات التركية التي تفتقر إلى الدقة قائلاً: ""إن هناك ثغرات كبيرة في التحقيقات التركية؛ حيث اعتمدت على زاوية واحدة وعلى كاميرات محددة فقط؛ بينما كان في الشارع 7 كاميرات لم تعتمد عليها الشرطة التركية"". كما وتوقع الأكاديمي أن اختفاء جمال خاشقجي قد يكون على يد طرف ثالث، قائلاً إن جماعة الإخوان وإيران أطراف محتملة في عملية الاختطاف."
131266,131266,130761,261511,
61038,61038,105732,211453,"
لا أدري ما أكتب وما أقول عن هذا الوطن الشامخ وتلك القيادة، وذلك الشعب الذي أحب ويحب بلاده، ويحاول جاهدا من أجل استقرار البلاد وحفظ الأمن في كل وقت وزمن. التدخّل السافر المنافي للأعراف الدبلوماسية للحكومة الكندية لم يكن مقبولاً، ما جعل الرد السعودي سريعا، فلا نقبل بالتدخل من قبل كندا في الشؤون الداخلية للمملكة. وقد ترتب على ذلك استدعاء سفيرنا، واعتبار السفير الكندي غير مرغوب فيه، وطلب منه المغادرة، كما جمدت التعاملات التجارية والاستثمارية الجديدة بين البلدين، ومما لا شك فيه أن المملكة العربية السعودية علاقاتها مع جميع شعوب العالم علاقة رائعة ومعطاءة في كل المجالات، ما بدر من الحكومة الكندية تهور سياسي أدى إلى عواقب لم يحسب لها حسبان، بخاصة على الاقتصاد الكندي، الذي سيحرم من مليارات الدولارات واستثمارات من أحد أكبر اقتصادات العالم، كما أعلنت وزارة التعليم خطة عاجلة لتسهيل انتقال الطلاب السعوديين من كندا إلى دول أخرى. نعم هذا هو العمل السياسي الرائع والمتميز، الذي يجعلنا نفتخر ببلادنا وقيادتها؛ فحبُّ الوطن أمر فطريّ، ينشأ عليه أبناء وبنات هذا الوطن؛ فلهذا الوطن حقوقٌ يجب على كلِّ فرد أن يلتزم بها.. وأتذكر قول أحد جبابرة التاريخ «أحسوا بحب الوطن»، ولقد قال نابليون بونابرت في منفاه وهو على سرير الموت: «خذوا قلبي ليُدفن في فرنسا». ما أكتبه كان لسبب أثار قلمي وأثار شجوني، وهو موقف الحب من قادة بلادنا تجاه الوطن والمواطن، وأننا نعشق تراب هذا الوطن، ولن نسمح لأي كائن من كان أن يتجاوزه، ونمقت أي تدخل في شؤون الآخرين. القرار الذي صدر بالفعل قرار يثلج الصدر، ويدل على وعي كامل ومدرك لحقائق الأمور، أن تتحدث وتظهر الحقائق شيء جميل، والأجمل من ذلك الصدق في العبارة، وتوضيح الصورة الحقيقية لمكانة المملكة العربية السعودية، هنا قمة الإخلاص لهذا الوطن الذي غمرنا جميعاً بالحب والعيش على ترابه آمنين مطمئنين ولله الحمد والمنة. علينا كمواطنين أن نكون يدا واحدة وقلبا واحدا مع دولتنا؛ فكل قرار يصدر من قادة بلادنا هو قرار يصب في مصلحة الوطن والمواطنين، ومن حق هذا الوطن الشامخ علينا أن تتجلى بصفات المواطنة الحقة، المواطنة الصالحة، وهي الانتماء إلى الوطن، والولاء له، والاعتزاز به، والإسهام في بنائه وتقدمه. فليس في القلب والفؤاد شيء إلا حب هذه الأرض العزيزة، التي عشنا على ثراها، وسطرنا عليها تاريخنا وأمجادنا ومنجزاتنا، وأكرر دائماً: ""دمت يا وطني شامخاً""."
185526,185526,251204,502399,"
تصل يوم الأربعاء (26 ذي الحجة، 28 سبتمبر)، فرقة ""ايلومينيت"" المتخصصة في تقديم عروض مسرحية بتقنيات بصرية متميزة، وهي الفرقة التي ترشحت للفوز في برنامج المواهب الشهير، وحققت لقب ""أفضل عرض جديد في أميركا"".
هذا العرض، الذي يعتبر الأول من نوعه في المملكة العربية السعودية، موجه لجميع أفراد الأسرة، والمهتمين بعروض التقنيات والخدع البصرية الترفيهية. ومن المقرر أن يتم العرض الأول في قاعة المؤتمرات في جامعة الأميرة نورة مساء الأربعاء 28 سبتمبر، عند الساعة الثامنة مساء. ويتم الاستعراض على المسرح بأسلوب يعتمد على استخدام تقنيات الضوء، تتناغم مع خطوات الأداء الفني بالظلام.
وسينتقل العرض الى مدينة جدة، في الصالة المغلقة بمدينة الملك عبدالله الرياضية؛ من الخميس 12 أكتوبر إلى 22 أكتوبر.
وتسرد قصة العرض الرحلة الخيالية التي خاضها الفتى جيكوب، وهو يافع يصارع للتواصل مع العالم الحقيقي، ويجد الراحة مع فرشاته التي تمنحه القدرة على رسم الشخصيات الساكنة مخيلته الواسعة. ويقوم فتى غيور بسرقة الفرشاة وتحويل شخصياته المبدعة إلى وحوش مرعبة، فيقوم بمجابهة هذا الخطر دون مساعدة فرشاته. ويناضل جيكوب لإنقاذ بلدته وأصدقائه على الرغم من معرفته أن هذه الفرشاة التي حملت له الكثير من السعادة باتت سلاحاً في يدي شرير حقود يعتزم نشر الدمار."
281133,281133,86312,172613,"
استقبل رئيس مجلس الشورى الشيخ الدكتور عبدالله بن محمد بن ابراهيم آل الشيخ في مكتبه في مقر المجلس بالرياض اليوم عدداً من سفراء خادم الحرمين الشريفين المعينين حديثاً لدى عدد من الدول الشقيقة والصديقة وهم: السفير المعين لدى المملكة المغربية عبدالله بن سعد الغريري، والسفير المعين لدى دولة نيوزيلندا عبدالرحمن بن عبدالعزيز السحيباني، والسفير المعين لدى دولة أستراليا مساعد بن إبراهيم السليم ,والسفير المعين لدى جمهورية أذربيجان د. حمد بن عبدالله الخضير، والسفير المعين لدى جمهورية البيرو وليد بن عبدالله مقيم، والسفير المعين لدى جمهورية غينيا د. حسين بن ناصر الدخيل الله، والسفير المعين لدى جمهورية لبنان وليد بن عبدالله بخاري، والسفير المعين لدى جمهورية بروناي عماد بن عبدالعزيز المهنا، والسفير المعين لدى جمهورية نيبال د. مساعد بن سليمان المرواني، والسفير المعين لدى جمهورية الجزائر عبدالعزيز بن إبراهيم العميريني، والسفير المعين لدى جمهورية أريتريا صقر بن سليمان القرشي، والسفير المعين لدى جمهورية الجابون عبدالرحمن بن سالم الدهاس.
وفي مستهل اللقاء رحب رئيس مجلس الشورى بالسفراء وهنأهم بالثقة الملكية بتعيينهم سفراء لخادم الحرمين الشريفين متمنياً لهم التوفيق في أداء مهام عملهم.
وأكّد معاليه خلال اللقاء أهمية التعاون بين المجلس ووزارة الخارجية بما يعزز حضور المملكة على كافة الساحات الإقليمية والدولية  ويدعم جهودها في الدفاع عن قضايا الأمة العربية والإسلامية ويسهم في توطيد العلاقات بين المملكة والدول الشقيقة والصديقة لافتاً إلى أهمية الدور الذي يؤديه المجلس من خلال ممارسته  للدبلوماسية البرلمانية وعبر لجان الصداقة المشكلة التي تهدف إلى تعزيز التعاون الثنائي على صعيد العلاقات البرلمانية بين مجلس الشورى ومجالس وبرلمانات تلك الدول موضحاً بأنّ الدبلوماسية البرلمانية تعدُّ مكملة لجهود وزارة الخارجية وداعماً مهماً لها، مشيراً إلى أهميـة التعـاون والتواصـل بين المجلس و جميع السفراء ورؤساء بعثات المملكة في تلك الدول بما يسهم في دعم التعاون وتعزيز العلاقات البرلمانية بين مجلس الشورى والمجالس في الدول الشقيقة والصديقة.
من جانبهم أكد سفراء خادم الحرمين الشريفين خلال اللقاء أهمية الدور الذي يقوم به مجلس الشورى في توثيق العلاقات بين المملكة والدول الشقيقة والصديقة من خلال الزيارات المتبادلة بين مجلس الشورى وبرلمانات تلك الدول وتكوين لجان صداقة برلمانية بينهما ومشاركة المجلس في المؤتمرات البرلمانية مما أسهم في تأكيد حضور المملكة وبيان وجهة نظرها تجاه العديد من القضايا الإقليمية والدولية."
